id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124","Boston, Lincolnshire: The borough had a total population of 66,900, at the ONS mid 2015 estimates, while the town itself had a population of 35,124 at the 2001 census.","Kirton End is a hamlet in the civil parish of Kirton in the Boston district of Lincolnshire, England.",Kirton End,What city is Kiron End located in?
5adc53f75542996e6852530a,Are both Cypress and Ajuga genera?,no,"Ajuga: Ajuga , also known as bugleweed, ground pine, carpet bugle, or just bugle, is a genus of 40 species annual and perennial herbaceous flowering plantsin the mint family Lamiaceae, with most species native to Europe, Asia, and Africa, but also two species in southeastern Australia.",Cypress is a conifer tree or shrub of northern temperate regions that belongs to the family Cupressaceae.,Cypress,What is Cypress?
5a8b20335542996c9b8d5fb3,What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,shortest player ever to play in the National Basketball Association,"1992–93 Charlotte Hornets season: With the addition of Mourning, along with second-year star Larry Johnson and Muggsy Bogues, the Hornets struggled around .500 for most of the season, but won 9 of their final 12 games finishing their season third in the Central Division with a 44–38 record, and qualified for their first ever playoff appearance. Muggsy Bogues: After his NBA career, he served as head coach of the now-defunct WNBA team Charlotte Sting.","The shortest player ever to play in the National Basketball Association, the 5 ft Bogues played point guard for four teams during his 14-season career in the NBA.",Muggsy Bogues,What distinction was held by Muggsy Bogues?
5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,"Alien (soundtrack): The iconic, avant-garde score to the film ""Alien"" was composed by Jerry Goldsmith and is considered by some to be one of his best, most visceral scores. Alien (film): Shusett was executive producer.","Dan O'Bannon, drawing upon previous works of science fiction and horror, wrote the screenplay from a story he co-authored with Ronald Shusett.",Alien (film),Can you tell me more about Alien?
5a7be2595542997c3ec972ac,"Who was born earlier, Emma Bull or Virginia Woolf?",Adeline Virginia Woolf,"Virginia Woolf: Adeline Virginia Woolf (née Stephen; 25 January 1882 – 28 March 1941) was an English writer who is considered one of the foremost modernists of the twentieth century, and a pioneer in the use of stream of consciousness as a narrative device.","Emma Bull (born December 13, 1954) is an American science fiction and fantasy author.",Emma Bull,When was Emma Bull born?
5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,821,"What Are Little Boys Made Of?: ""What Are Little Boys Made Of?"" What Are Little Girls Made Of?: The title of the episode is taken from the fourth line of the 19th century nursery rhyme, ""What Are Little Boys Made Of?",It has a Roud Folk Song Index number of 821.,What Are Little Boys Made Of?,What was the Roud Folk Song Index of What Are Little Boys Made Of?
5a8f4c8d554299458435d5a3,Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,more than 70 countries,"Halliburton: One of the world's largest oil field service companies, it has operations in more than 70 countries.","He has been a vocal critic of the American invasion of Iraq, and of corporations such as Exxonmobil and Halliburton.",Scott Parkin,How many countries does Halliburton operate in?
5a80840f554299485f59863b,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Charmed,"Rose McGowan: She is best known to television audiences for having played Paige Matthews in The WB supernatural drama series ""Charmed"" from 2001 to 2006. Jawbreaker (film): Jawbreaker is a 1999 American black comedy film written and directed by Darren Stein.","The film stars Rose McGowan, Rebecca Gayheart, and Julie Benz as girls in an exclusive clique in their high school.",Jawbreaker (film),Can you tell me more about Rose McGowan?
5a8361b65542992ef85e22a0,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,"International Boxing Federation: The International Boxing Federation (IBF) is one of four major organizations recognized by the International Boxing Hall of Fame (IBHOF) which sanction world championship boxing bouts, alongside the World Boxing Association (WBA), World Boxing Council (WBC) and World Boxing Organization (WBO).","He held the IBF junior welterweight title from 1997 to 1999, notably scoring an upset victory against then-undefeated Kostya Tszyu to become champion.",Vince Phillips,Vince Phillips held a junior welterweight tile by what organization?
5ae7ba7a5542993210983f12,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,"I Don't Wanna Know: It reached number 1 in the United Kingdom and in Netherlands, and number 2 in the United States, stuck for eight consecutive weeks behind the Usher singles ""Yeah"" and ""Burn"", respectively.","The song was released as the lead single from Usher's fourth studio album ""Confessions"" (2004) on January 27, 2004, after Usher was told by Arista Records, his label at the time, to record more tracks for the album.",Yeah! (Usher song),Who Who wrote I don't wanna know?
5ac2acff55429921a00ab02b,who is the younger brother of The episode guest stars of The Hard Easy,Bill Murray,The Hard Easy (Adventure Time): The episode guest stars Brian Doyle-Murray as Prince Huge and Jonathan Katz as the Mudscamp elder.,"He is the older brother of actor/comedian Bill Murray, and the two have acted together in several films, including ""Caddyshack"", ""Scrooged"", ""Ghostbusters II"", ""The Razor's Edge"", and ""Groundhog Day"".",Brian Doyle-Murray,Who is the younger brother of Brian Doyle-Murray?
5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,"2017–18 Wigan Athletic F.C. season: Along with competing in the league, the club will also participate in the FA Cup, EFL Cup and EFL Trophy.","The EFL Cup (referred to historically, and colloquially, as simply the League Cup), currently known as the Carabao Cup for sponsorship reasons, is an annual knockout football competition in men's domestic English football.",EFL Cup,Who sponsors the FA Cup or the EFL Cup?
5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Teen Titans Go! (TV series): Teen Titans Go!,"Many of her major voice roles include animated series such as ""Rugrats"", ""The Powerpuff Girls"", ""The Fairly OddParents"", ""Drawn Together"", ""Teen Titans"" and the spin-off series ""Teen Titans Go!",Tara Strong,What were Tara Strong's major voice roles in animated series?
5ae1f4cb554299234fd0436d,What is the inhabitant of the city where 122nd SS-Standarte was formed in2014,"276,170 inhabitants","Strasbourg: In 2014, the city proper had 276,170 inhabitants and both the Eurométropole de Strasbourg (Greater Strasbourg) and the Arrondissement of Strasbourg had 484,157 inhabitants.",The 122nd SS-Standarte was a regimental command of the Allgemeine-SS that was formed in the city of Strasbourg during World War II.,122nd SS-Standarte,Where was the 122nd SS-Standarte formed?
5ae7e1fc55429952e35ea9cc,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag?,orange,Koningsdag: Koningsdag (] ) or King's Day is a national holiday in the Kingdom of the Netherlands.,"It manifests itself in the wearing of orange clothing such as T-shirts, caps and scarfs; lavish attention for sports and sports fans in the media; and the decoration of cars, rooms, houses, shops, and even entire streets in orange, the traditional color of the Dutch royal family, the House of Orange-Nassau.",Oranjegekte,What color clothing do people wear during Oranjegekte?
5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,"James Gunn: He started his career as a screenwriter in the mid-1990s, writing the scripts for ""Tromeo and Juliet"" (1996), ""Scooby-Doo"" (2002) and its sequel """" (2004), and the 2004 version of ""Dawn of the Dead"".","Tromeo and Juliet is a 1996 American independent transgressive romantic comedy film and a loose adaptation of William Shakespeare's ""Romeo & Juliet"" from Troma Entertainment.",Tromeo and Juliet,What was Tromeo and Juliet?
5ae33c4d5542992f92d82262,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,"Bill Clinton: William Jefferson Clinton (born William Jefferson Blythe III; August 19, 1946) is an American politician who served as the 42nd President of the United States from 1993 to 2001. Prior to the presidency, he was the Governor of Arkansas during two separate terms, from 1979 to 1981, and again from 1983 to 1992.",Robert Suettinger was United States President Bill Clinton's national intelligence officer for East Asia at the National Intelligence Council (NIC) from 1997-1998.,Robert Suettinger,Who was Robert Suettinger national intelligence officer under?
5a77cb335542997042120b3a,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,"John John Florence: He is the first Hawaiian champion since 3 times world champion Andy Irons. MEO Rip Curl Pro Portugal: MEO Rip Curl Pro Portugal formerly known as ""Moche Rip Curl Pro Portugal"" or ""Rip Curl Pro Portugal"" is a professional surfing competition of the ASP World Tour held every year in October at the Supertubos beach in Peniche, Portugal. The defending champion is the 2016 WSL champion, John John Florence who won the event in 2016.","John ""John"" Alexander Florence (born 18 October 1992) is an American professional surfer.",John John Florence,Can you tell me more about John John Florence?
